column,role,unit,formula,source,availability_rule,missingness_handling,dtype
forecast_tso_demand_mw_age_minutes_missing_flag,availability_or_quality,integer,1 when forecast_tso_demand_mw_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
interconnector_max_export_mw_nimoyle_missing_flag,availability_or_quality,integer,1 when interconnector_max_export_mw_nimoyle is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
interconnector_max_export_mw_nimoyle_published_at_utc_missing_flag,availability_or_quality,integer,1 when interconnector_max_export_mw_nimoyle_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
interconnector_max_export_mw_nimoyle_age_minutes_missing_flag,availability_or_quality,integer,1 when interconnector_max_export_mw_nimoyle_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
interconnector_max_export_mw_roiewic_missing_flag,availability_or_quality,integer,1 when interconnector_max_export_mw_roiewic is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
interconnector_max_export_mw_roiewic_published_at_utc_missing_flag,availability_or_quality,integer,1 when interconnector_max_export_mw_roiewic_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
interconnector_max_export_mw_roiewic_age_minutes_missing_flag,availability_or_quality,integer,1 when interconnector_max_export_mw_roiewic_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
interconnector_max_export_mw_roigrlk_missing_flag,availability_or_quality,integer,1 when interconnector_max_export_mw_roigrlk is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
interconnector_max_export_mw_roigrlk_published_at_utc_missing_flag,availability_or_quality,integer,1 when interconnector_max_export_mw_roigrlk_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
interconnector_max_export_mw_roigrlk_age_minutes_missing_flag,availability_or_quality,integer,1 when interconnector_max_export_mw_roigrlk_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
interconnector_max_import_mw_nimoyle_missing_flag,availability_or_quality,integer,1 when interconnector_max_import_mw_nimoyle is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
interconnector_max_import_mw_nimoyle_published_at_utc_missing_flag,availability_or_quality,integer,1 when interconnector_max_import_mw_nimoyle_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
interconnector_max_import_mw_nimoyle_age_minutes_missing_flag,availability_or_quality,integer,1 when interconnector_max_import_mw_nimoyle_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
interconnector_max_import_mw_roiewic_missing_flag,availability_or_quality,integer,1 when interconnector_max_import_mw_roiewic is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
interconnector_max_import_mw_roiewic_published_at_utc_missing_flag,availability_or_quality,integer,1 when interconnector_max_import_mw_roiewic_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
interconnector_max_import_mw_roiewic_age_minutes_missing_flag,availability_or_quality,integer,1 when interconnector_max_import_mw_roiewic_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
interconnector_max_import_mw_roigrlk_missing_flag,availability_or_quality,integer,1 when interconnector_max_import_mw_roigrlk is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
interconnector_max_import_mw_roigrlk_published_at_utc_missing_flag,availability_or_quality,integer,1 when interconnector_max_import_mw_roigrlk_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
interconnector_max_import_mw_roigrlk_age_minutes_missing_flag,availability_or_quality,integer,1 when interconnector_max_import_mw_roigrlk_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
rtc_interconnector_schedule_mw_missing_flag,availability_or_quality,integer,1 when rtc_interconnector_schedule_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
rtc_interconnector_schedule_mw_published_at_utc_missing_flag,availability_or_quality,integer,1 when rtc_interconnector_schedule_mw_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
rtc_interconnector_schedule_mw_age_minutes_missing_flag,availability_or_quality,integer,1 when rtc_interconnector_schedule_mw_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
rtc_scheduled_generation_mw_missing_flag,availability_or_quality,integer,1 when rtc_scheduled_generation_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
rtc_scheduled_generation_mw_published_at_utc_missing_flag,availability_or_quality,integer,1 when rtc_scheduled_generation_mw_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
rtc_scheduled_generation_mw_age_minutes_missing_flag,availability_or_quality,integer,1 when rtc_scheduled_generation_mw_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
rtc_total_scheduled_quantity_mw_missing_flag,availability_or_quality,integer,1 when rtc_total_scheduled_quantity_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
rtc_total_scheduled_quantity_mw_published_at_utc_missing_flag,availability_or_quality,integer,1 when rtc_total_scheduled_quantity_mw_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
rtc_total_scheduled_quantity_mw_age_minutes_missing_flag,availability_or_quality,integer,1 when rtc_total_scheduled_quantity_mw_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
wind_forecast_15min_mw_all_missing_flag,availability_or_quality,integer,1 when wind_forecast_15min_mw_all is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
wind_forecast_15min_mw_all_published_at_utc_missing_flag,availability_or_quality,integer,1 when wind_forecast_15min_mw_all_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
wind_forecast_15min_mw_all_age_minutes_missing_flag,availability_or_quality,integer,1 when wind_forecast_15min_mw_all_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
wind_forecast_4day_mw_all_missing_flag,availability_or_quality,integer,1 when wind_forecast_4day_mw_all is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
wind_forecast_4day_mw_all_published_at_utc_missing_flag,availability_or_quality,integer,1 when wind_forecast_4day_mw_all_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
wind_forecast_4day_mw_all_age_minutes_missing_flag,availability_or_quality,integer,1 when wind_forecast_4day_mw_all_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
wind_forecast_4day_mw_ni_missing_flag,availability_or_quality,integer,1 when wind_forecast_4day_mw_ni is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
wind_forecast_4day_mw_ni_published_at_utc_missing_flag,availability_or_quality,integer,1 when wind_forecast_4day_mw_ni_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
wind_forecast_4day_mw_ni_age_minutes_missing_flag,availability_or_quality,integer,1 when wind_forecast_4day_mw_ni_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
wind_forecast_4day_mw_roi_missing_flag,availability_or_quality,integer,1 when wind_forecast_4day_mw_roi is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
wind_forecast_4day_mw_roi_published_at_utc_missing_flag,availability_or_quality,integer,1 when wind_forecast_4day_mw_roi_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
wind_forecast_4day_mw_roi_age_minutes_missing_flag,availability_or_quality,integer,1 when wind_forecast_4day_mw_roi_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
net_imbalance_volume_forecast_mwh_missing_flag,availability_or_quality,integer,1 when net_imbalance_volume_forecast_mwh is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
net_imbalance_volume_forecast_mwh_published_at_utc_missing_flag,availability_or_quality,integer,1 when net_imbalance_volume_forecast_mwh_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
net_imbalance_volume_forecast_mwh_observed_at_utc_missing_flag,availability_or_quality,integer,1 when net_imbalance_volume_forecast_mwh_observed_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
net_imbalance_volume_forecast_mwh_age_minutes_missing_flag,availability_or_quality,integer,1 when net_imbalance_volume_forecast_mwh_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_net_imbalance_volume_5min_mwh_missing_flag,availability_or_quality,integer,1 when lagged_net_imbalance_volume_5min_mwh is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_net_imbalance_volume_5min_mwh_published_at_utc_missing_flag,availability_or_quality,integer,1 when lagged_net_imbalance_volume_5min_mwh_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_net_imbalance_volume_5min_mwh_observed_at_utc_missing_flag,availability_or_quality,integer,1 when lagged_net_imbalance_volume_5min_mwh_observed_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_net_imbalance_volume_5min_mwh_age_minutes_missing_flag,availability_or_quality,integer,1 when lagged_net_imbalance_volume_5min_mwh_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_imbalance_price_5min_eur_per_mwh_missing_flag,availability_or_quality,integer,1 when lagged_imbalance_price_5min_eur_per_mwh is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_imbalance_price_5min_eur_per_mwh_published_at_utc_missing_flag,availability_or_quality,integer,1 when lagged_imbalance_price_5min_eur_per_mwh_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_imbalance_price_5min_eur_per_mwh_observed_at_utc_missing_flag,availability_or_quality,integer,1 when lagged_imbalance_price_5min_eur_per_mwh_observed_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_imbalance_price_5min_eur_per_mwh_age_minutes_missing_flag,availability_or_quality,integer,1 when lagged_imbalance_price_5min_eur_per_mwh_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_total_unit_availability_mw_missing_flag,availability_or_quality,integer,1 when lagged_total_unit_availability_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_total_unit_availability_mw_published_at_utc_missing_flag,availability_or_quality,integer,1 when lagged_total_unit_availability_mw_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_total_unit_availability_mw_observed_at_utc_missing_flag,availability_or_quality,integer,1 when lagged_total_unit_availability_mw_observed_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_total_unit_availability_mw_age_minutes_missing_flag,availability_or_quality,integer,1 when lagged_total_unit_availability_mw_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_short_term_reserve_quantity_mw_missing_flag,availability_or_quality,integer,1 when lagged_short_term_reserve_quantity_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_short_term_reserve_quantity_mw_published_at_utc_missing_flag,availability_or_quality,integer,1 when lagged_short_term_reserve_quantity_mw_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_short_term_reserve_quantity_mw_observed_at_utc_missing_flag,availability_or_quality,integer,1 when lagged_short_term_reserve_quantity_mw_observed_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_short_term_reserve_quantity_mw_age_minutes_missing_flag,availability_or_quality,integer,1 when lagged_short_term_reserve_quantity_mw_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_operating_reserve_requirement_mw_missing_flag,availability_or_quality,integer,1 when lagged_operating_reserve_requirement_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_operating_reserve_requirement_mw_published_at_utc_missing_flag,availability_or_quality,integer,1 when lagged_operating_reserve_requirement_mw_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_operating_reserve_requirement_mw_observed_at_utc_missing_flag,availability_or_quality,integer,1 when lagged_operating_reserve_requirement_mw_observed_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_operating_reserve_requirement_mw_age_minutes_missing_flag,availability_or_quality,integer,1 when lagged_operating_reserve_requirement_mw_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_net_imbalance_volume_mwh_missing_flag,availability_or_quality,integer,1 when lagged_net_imbalance_volume_mwh is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_net_imbalance_volume_mwh_published_at_utc_missing_flag,availability_or_quality,integer,1 when lagged_net_imbalance_volume_mwh_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_net_imbalance_volume_mwh_observed_at_utc_missing_flag,availability_or_quality,integer,1 when lagged_net_imbalance_volume_mwh_observed_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_net_imbalance_volume_mwh_age_minutes_missing_flag,availability_or_quality,integer,1 when lagged_net_imbalance_volume_mwh_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_imbalance_price_eur_per_mwh_missing_flag,availability_or_quality,integer,1 when lagged_imbalance_price_eur_per_mwh is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_imbalance_price_eur_per_mwh_published_at_utc_missing_flag,availability_or_quality,integer,1 when lagged_imbalance_price_eur_per_mwh_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_imbalance_price_eur_per_mwh_observed_at_utc_missing_flag,availability_or_quality,integer,1 when lagged_imbalance_price_eur_per_mwh_observed_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_imbalance_price_eur_per_mwh_age_minutes_missing_flag,availability_or_quality,integer,1 when lagged_imbalance_price_eur_per_mwh_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_system_shortfall_imbalance_index_missing_flag,availability_or_quality,integer,1 when lagged_system_shortfall_imbalance_index is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_system_shortfall_imbalance_index_published_at_utc_missing_flag,availability_or_quality,integer,1 when lagged_system_shortfall_imbalance_index_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_system_shortfall_imbalance_index_observed_at_utc_missing_flag,availability_or_quality,integer,1 when lagged_system_shortfall_imbalance_index_observed_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_system_shortfall_imbalance_index_age_minutes_missing_flag,availability_or_quality,integer,1 when lagged_system_shortfall_imbalance_index_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_system_imbalance_flattening_factor_missing_flag,availability_or_quality,integer,1 when lagged_system_imbalance_flattening_factor is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_system_imbalance_flattening_factor_published_at_utc_missing_flag,availability_or_quality,integer,1 when lagged_system_imbalance_flattening_factor_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_system_imbalance_flattening_factor_observed_at_utc_missing_flag,availability_or_quality,integer,1 when lagged_system_imbalance_flattening_factor_observed_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_system_imbalance_flattening_factor_age_minutes_missing_flag,availability_or_quality,integer,1 when lagged_system_imbalance_flattening_factor_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
aggregated_pn_average_mw_missing_flag,availability_or_quality,integer,1 when aggregated_pn_average_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
scheduled_minus_actual_generation_mw_missing_flag,availability_or_quality,integer,1 when scheduled_minus_actual_generation_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
downward_margin_proxy_mw_missing_flag,availability_or_quality,integer,1 when downward_margin_proxy_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
forecast_imbalance_mw_missing_flag,availability_or_quality,integer,1 when forecast_imbalance_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_reserve_surplus_mw_missing_flag,availability_or_quality,integer,1 when lagged_reserve_surplus_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
nimoyle_export_headroom_mw_missing_flag,availability_or_quality,integer,1 when nimoyle_export_headroom_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
roiewic_export_headroom_mw_missing_flag,availability_or_quality,integer,1 when roiewic_export_headroom_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
roigrlk_export_headroom_mw_missing_flag,availability_or_quality,integer,1 when roigrlk_export_headroom_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
interconnector_export_headroom_mw_missing_flag,availability_or_quality,integer,1 when interconnector_export_headroom_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
